Company_Name,Address,Phone
Compass Diversified Holdings,"301 RIVERSIDE AVENUE WESTPORT, CONNECTICUT 06880",000-000-0000
CAPITAL ONE FINANCIAL CORP,"1680 CAPITAL ONE DRIVE SUITE 1400 MCLEAN, VIRGINIA 22102",000-000-0000
CAPITAL ONE FINANCIAL CORP,"1680 CAPITAL ONE DRIVE SUITE 1400 MCLEAN, VIRGINIA 22102",000-000-0000
CAPITAL ONE FINANCIAL CORP,"1680 CAPITAL ONE DRIVE SUITE 1400 MCLEAN, VIRGINIA 22102",000-000-0000
CAPITAL ONE FINANCIAL CORP,"1680 CAPITAL ONE DRIVE SUITE 1400 MCLEAN, VIRGINIA 22102",000-000-0000
CAPITAL ONE FINANCIAL CORP,"1680 CAPITAL ONE DRIVE SUITE 1400 MCLEAN, VIRGINIA 22102",000-000-0000
COMSovereign Holding Corp.,"6890 E. SUNRISE DRIVE SUITE 120-506 TUCSON, ARIZONA 85750",000-000-0000
COMSovereign Holding Corp.,"6890 E. SUNRISE DRIVE SUITE 120-506 TUCSON, ARIZONA 85750",000-000-0000
Colicity Inc.,"2300 CARILLON POINT KIRKLAND, WASHINGTON 98033",000-000-0000
Colicity Inc.,"2300 CARILLON POINT KIRKLAND, WASHINGTON 98033",000-000-0000
Teucrium Commodity Trust,"THREE MAIN STREET SUITE 215 BURLINGTON, VERMONT 05401",000-000-0000
Corner Growth Acquisition Corp.,"251 LYTTON AVENUE, SUITE 200 PALO ALTO, CALIFORNIA 94301",000-000-0000
Corner Growth Acquisition Corp.,"251 LYTTON AVENUE, SUITE 200 PALO ALTO, CALIFORNIA 94301",000-000-0000
CONX Corp.,"5701 S. SANTA FE DR. LITTLETON, COLORADO 80120",000-000-0000
"Core Scientific, Inc./tx","106 EAST 6TH STREET, SUITE 900-145 AUSTIN, TEXAS 78701",000-000-0000
Corsair Partnering Corp,"717 FIFTH AVENUE 24TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
Corsair Partnering Corp,"717 FIFTH AVENUE 24TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
COVA Acquisition Corp.,"530 BUSH STREET, SUITE 703 SAN FRANCISCO, CALIFORNIA 94108",000-000-0000
COVA Acquisition Corp.,"530 BUSH STREET, SUITE 703 SAN FRANCISCO, CALIFORNIA 94108",000-000-0000
BARCLAYS BANK PLC,"1 CHURCHILL PLACE CANARY WHARF LONDON, UNITED KINGDOM E14 5HP",000-000-0000
CITIGROUP INC,"388 GREENWICH STREET NEW YORK, NEW YORK 10013",000-000-0000
CITIGROUP INC,"388 GREENWICH STREET NEW YORK, NEW YORK 10013",000-000-0000
Copper Property CTL Pass Through Trust,"6501 LEGACY DRIVE PLANO, TEXAS 75024",000-000-0000
Counter Press Acquisition Corp,"PO BOX 309 UGLAND HOUSE, CAYMAN ISLANDS KY1-1104",000-000-0000
Counter Press Acquisition Corp,"PO BOX 309 UGLAND HOUSE, CAYMAN ISLANDS KY1-1104",000-000-0000
Conyers Park III Acquisition Corp.,"C/O CENTERVIEW CAPITAL 31 WEST 52ND STREET, 22ND FLOOR NEW YORK, NEW YORK 10019",000-000-0000
Conyers Park III Acquisition Corp.,"C/O CENTERVIEW CAPITAL 31 WEST 52ND STREET, 22ND FLOOR NEW YORK, NEW YORK 10019",000-000-0000
United States Commodity Index Funds Trust,"1850 MT. DIABLO BLVD. SUITE 640 WALNUT CREEK, CALIFORNIA 94596",000-000-0000
Catalyst Partners Acquisition Corp.,"20 UNIVERSITY ROAD, FOURTH FLOOR CAMBRIDGE, MASSACHUSETTS 02138",000-000-0000
Catalyst Partners Acquisition Corp.,"20 UNIVERSITY ROAD, FOURTH FLOOR CAMBRIDGE, MASSACHUSETTS 02138",000-000-0000
COWEN INC.,"599 LEXINGTON AVENUE, 20TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
BARCLAYS BANK PLC,"1 CHURCHILL PLACE CANARY WHARF LONDON, UNITED KINGDOM E14 5HP",000-000-0000
Carney Technology Acquisition Corp. II,"630 RAMONA ST PALO ALTO, CALIFORNIA 94301",000-000-0000
Constellation Acquisition Corp I,"200 PARK AVENUE, 32ND FLOOR NEW YORK, NEW YORK 10166",000-000-0000
Constellation Acquisition Corp I,"200 PARK AVENUE, 32ND FLOOR NEW YORK, NEW YORK 10166",000-000-0000
"Consilium Acquisition Corp I, Ltd.","C/O WALKERS CORPORATE LIMITED 190 ELGIN AVENUE GEORGE TOWN, GRAND CAYMAN, CAYMAN ISLANDS KY1-9008",000-000-0000
"Chicken Soup for the Soul Entertainment, Inc.","132 E. PUTNAM AVE COS COB, CONNECTICUT 06807",000-000-0000
"Chicken Soup for the Soul Entertainment, Inc.","132 E. PUTNAM AVE COS COB, CONNECTICUT 06807",000-000-0000
CENTERSPACE,"3100 10TH ST SW PO BOX 1988 MINOT, NORTH DAKOTA 58702-1988",000-000-0000
"Clarus Therapeutics Holdings, Inc.","355 S. GRAND AVENUE, SUITE 1450 LOS ANGELES, CALIFORNIA 90071",000-000-0000
"Clarus Therapeutics Holdings, Inc.","355 S. GRAND AVENUE, SUITE 1450 LOS ANGELES, CALIFORNIA 90071",000-000-0000
Corazon Capital V838 Monoceros Corp,"222 WEST MERCHANDISE MART PLAZA PO BOX #2982 CHICAGO, ILLINOIS 60654",000-000-0000
Corazon Capital V838 Monoceros Corp,"222 WEST MERCHANDISE MART PLAZA PO BOX #2982 CHICAGO, ILLINOIS 60654",000-000-0000
"Creatd, Inc.","419 LAFAYETTE STREET, 6TH FLOOR NEW YORK, NEW YORK 10003",000-000-0000
Crucible Acquisition Corp,"700 FRONT STREET, SUITE 104 LOUISVILLE, COLORADO 80027",000-000-0000
Crucible Acquisition Corp,"700 FRONT STREET, SUITE 104 LOUISVILLE, COLORADO 80027",000-000-0000
California Resources Corp,"1 WORLD TRADE CENTER SUITE 1500 LONG BEACH, CALIFORNIA 90831",000-000-0000
"Cepton, Inc.","399 WEST TRIMBLE ROAD SAN JOSE, CALIFORNIA 95131",000-000-0000
Compute Health Acquisition Corp.,"1105 NORTH MARKET STREET 4TH FLOOR WILMINGTON, DELAWARE 19890",000-000-0000
Compute Health Acquisition Corp.,"1105 NORTH MARKET STREET 4TH FLOOR WILMINGTON, DELAWARE 19890",000-000-0000
Crown PropTech Acquisitions,"28 WEST 25TH STREET 6TH FLOOR NEW YORK, NEW YORK 10010",000-000-0000
Crown PropTech Acquisitions,"28 WEST 25TH STREET 6TH FLOOR NEW YORK, NEW YORK 10010",000-000-0000
Cohn Robbins Holdings Corp.,"1000 N. WEST STREET, SUITE 1200 WILMINGTON, DELAWARE 19801",000-000-0000
Cohn Robbins Holdings Corp.,"1000 N. WEST STREET, SUITE 1200 WILMINGTON, DELAWARE 19801",000-000-0000
"CREATIVE REALITIES, INC.","13100 MAGISTERIAL DRIVE SUITE 100 LOUISVILLE, KENTUCKY 40223",000-000-0000
Apollo Diversified Credit Fund,"APOLLO CAPITAL CREDIT ADVISER, LLC 9 W 57TH ST NEW YORK, NEW YORK 10019",000-000-0000
CRESUD INC,"CARLOS M. DELLA PAOLERA 261 9TH FLOOR BUENOS AIRES, ARGENTINA C1C1001ADA",000-000-0000
Crescera Capital Acquisition Corp.,"R. ANIBAL DE MENDONCA 27 - 2 ANDAR IPANEMA RIO DE JANEIRO, BRAZIL 22410-050",000-000-0000
Crescera Capital Acquisition Corp.,"R. ANIBAL DE MENDONCA 27 - 2 ANDAR IPANEMA RIO DE JANEIRO, BRAZIL 22410-050",000-000-0000
SP Plus Corp,"200 E. RANDOLPH STREET SUITE 7700 CHICAGO, ILLINOIS 60601-7702",000-000-0000
C5 Acquisition Corp,"1701 PENNSYLVANIA AVE, N.W., STE 430 WASHINGTON, DISTRICT OF COLUMBIA 20006",000-000-0000
C5 Acquisition Corp,"1701 PENNSYLVANIA AVE, N.W., STE 430 WASHINGTON, DISTRICT OF COLUMBIA 20006",000-000-0000
QWEST CORP,"P O BOX 4065 100 CENTURYLINK DRIVE MONROE, LOUISIANA 71203",000-000-0000
QWEST CORP,"P O BOX 4065 100 CENTURYLINK DRIVE MONROE, LOUISIANA 71203",000-000-0000
"CANTALOUPE, INC.","100 DEERFIELD LANE SUITE 300 MALVERN, PENNSYLVANIA 19355",000-000-0000
Innovid Corp.,"30 IRVING PLACE, 12TH FLOOR NEW YORK, NEW YORK 10003",000-000-0000
"CTO Realty Growth, Inc.","369 N. NEW YORK AVE. SUITE 201 WINTER PARK, FLORIDA 32789",000-000-0000
"Custom Truck One Source, Inc.","7701 INDEPENDENCE AVENUE KANSAS CITY, MISSOURI 64125",000-000-0000
"Customers Bancorp, Inc.","701 READING AVENUE WEST READING, PENNSYLVANIA 19611",000-000-0000
Cuentas Inc.,"235 LINCOLN ROAD SUITE 210 MIAMI BEACH, FLORIDA 33139",000-000-0000
CuriosityStream Inc.,"8484 GEORGIA AVE. SUITE 700 SILVER SPRING, MARYLAND 20910",000-000-0000
,,
,,
Denali Capital Acquisition Corp.,"437 MADISON AVENUE 27TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
Denali Capital Acquisition Corp.,"437 MADISON AVENUE 27TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
"DILLARD'S, INC.","1600 CANTRELL RD LITTLE ROCK, ARKANSAS 72201",000-000-0000
Dakota Gold Corp.,"106 GLENDALE DRIVE, SUITE A LEAD, SOUTH DAKOTA 57754",000-000-0000
Decarbonization Plus Acquisition Corp IV,"2744 SAND HILL ROAD MENLO PARK, CALIFORNIA 94025",000-000-0000
Decarbonization Plus Acquisition Corp IV,"2744 SAND HILL ROAD MENLO PARK, CALIFORNIA 94025",000-000-0000
DEUTSCHE BANK AKTIENGESELLSCHAFT,"DEUTSCHE BANK AG - LEGAL DEPARTMENT 1 COLUMBUS CIRCLE, 19TH FLOOR NEW YORK, NEW YORK 10019",000-000-0000
DHB Capital Corp.,"200 CHAMBERS STREET, APARTMENT 27B NEW YORK, NEW YORK 10007",000-000-0000
DEUTSCHE BANK AKTIENGESELLSCHAFT,"DEUTSCHE BANK AG - LEGAL DEPARTMENT 1 COLUMBUS CIRCLE, 19TH FLOOR NEW YORK, NEW YORK 10019",000-000-0000
DIGITAL HEALTH ACQUISITION CORP.,"980 N FEDERAL HWY #304 BOCA RATON, FLORIDA 33432",000-000-0000
DIGITAL HEALTH ACQUISITION CORP.,"980 N FEDERAL HWY #304 BOCA RATON, FLORIDA 33432",000-000-0000
DHC Acquisition Corp.,"535 SILICON DRIVE SUITE 100 SOUTHLAKE, TEXAS 76092",000-000-0000
DHC Acquisition Corp.,"535 SILICON DRIVE SUITE 100 SOUTHLAKE, TEXAS 76092",000-000-0000
DIVERSIFIED HEALTHCARE TRUST,"C/O THE RMR GROUP TWO NEWTON PL., 255 WASH. ST., STE. 300 NEWTON, MASSACHUSETTS 02458",000-000-0000
DIVERSIFIED HEALTHCARE TRUST,"C/O THE RMR GROUP TWO NEWTON PL., 255 WASH. ST., STE. 300 NEWTON, MASSACHUSETTS 02458",000-000-0000
"United Homes Group, Inc.","250 PARK AVE. 7TH FLOOR NEW YORK, NEW YORK 10177",000-000-0000
"United Homes Group, Inc.","250 PARK AVE. 7TH FLOOR NEW YORK, NEW YORK 10177",000-000-0000
DocGo Inc.,"35TH STREET WEST 35TH FLOOR 6 NEW YORK, NEW YORK 10001",000-000-0000
,,
"DCP Midstream, LP","6900 EAST LAYTON AVENUE SUITE 900 DENVER, COLORADO 80237",000-000-0000
"Dime Community Bancshares, Inc. /NY/","898 VETERANS MEMORIAL HIGHWAY SUITE 560 HAUPPAUGE, NEW YORK 11788",000-000-0000
"DigitalBridge Group, Inc.","750 PARK OF COMMERCE DRIVE SUITE 210 BOCA RATON, FLORIDA 33487",000-000-0000
"DigitalBridge Group, Inc.","750 PARK OF COMMERCE DRIVE SUITE 210 BOCA RATON, FLORIDA 33487",000-000-0000
"DigitalBridge Group, Inc.","750 PARK OF COMMERCE DRIVE SUITE 210 BOCA RATON, FLORIDA 33487",000-000-0000
Crypto 1 Acquisition Corp,"1221 BRICKELL AVENUE SUITE 900 MIAMI, FLORIDA 33131",000-000-0000
Crypto 1 Acquisition Corp,"1221 BRICKELL AVENUE SUITE 900 MIAMI, FLORIDA 33131",000-000-0000
Dave Inc./DE,"1265 SOUTH COCHRAN AVENUE LOS ANGELES, CALIFORNIA 90019",000-000-0000
"DatChat, Inc.","204 NIELSON STREET 1ST FLOOR NEW BRUNSWICK, NEW JERSEY 08901",000-000-0000
"Digital Brands Group, Inc.","4700 S. BOYLE AVE VERNON, CALIFORNIA 90058",000-000-0000
Cazoo Group Ltd,"41 CHALTON STREET LONDON, UNITED KINGDOM NW1 1JD",000-000-0000
BARCLAYS BANK PLC,"1 CHURCHILL PLACE CANARY WHARF LONDON, UNITED KINGDOM E14 5HP",000-000-0000
Deep Lake Capital Acquisition Corp.,"930 TAHOE BLVD, SUITE 802 PMB 381 INCLINE VILLAGE, NEVADA 89451",000-000-0000
Deep Lake Capital Acquisition Corp.,"930 TAHOE BLVD, SUITE 802 PMB 381 INCLINE VILLAGE, NEVADA 89451",000-000-0000
"DIGITAL REALTY TRUST, INC.","5707 SOUTHWEST PARKWAY, BUILDING 1 SUITE 275 AUSTIN, TEXAS 78735",000-000-0000
DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,"1100 MAIN STREET KANSAS CITY, MISSOURI 64105",000-000-0000
UBS AG,"BAHNHOFSTRASSE 45 ZURICH, SWITZERLAND CH 8001",000-000-0000
Data Knights Acquisition Corp.,"TRIDENT COURT, 1 OAKCROFT ROAD CHESSINGTON SURREY, UNITED KINGDOM KT9 1BD",000-000-0000
Data Knights Acquisition Corp.,"TRIDENT COURT, 1 OAKCROFT ROAD CHESSINGTON SURREY, UNITED KINGDOM KT9 1BD",000-000-0000
Disruptive Acquisition Corp I,"11501 ROCK ROSE AVENUE SUITE 200 AUSTIN, TEXAS 78758",000-000-0000
Disruptive Acquisition Corp I,"11501 ROCK ROSE AVENUE SUITE 200 AUSTIN, TEXAS 78758",000-000-0000
DANAHER CORP /DE/,"2200 PENNSYLVANIA AVE. N.W. SUITE 800W WASHINGTON, DISTRICT OF COLUMBIA 20037-1701",000-000-0000
Dila Capital Acquisition Corp,"1395 BRICKELL AVE. SUITE 950 MIAMI, FLORIDA 33131",000-000-0000
Dila Capital Acquisition Corp,"1395 BRICKELL AVE. SUITE 950 MIAMI, FLORIDA 33131",000-000-0000
DiDi Global Inc.,"NO. 1 BLOCK B, SHANGDONG DIGITAL VALLEY NO. 8 DONGBEIWANG WEST RD, HAIDIAN DIST. BEIJING, CHINA 100193",000-000-0000
D & Z Media Acquisition Corp.,"2870 PEACHTREE ROAD NW SUITE 509 ATLANTA, GEORGIA 30305",000-000-0000
D & Z Media Acquisition Corp.,"2870 PEACHTREE ROAD NW SUITE 509 ATLANTA, GEORGIA 30305",000-000-0000
"Digital Media Solutions, Inc.","4800 140TH AVENUE N. SUITE 101 CLEARWATER, FLORIDA 33762",000-000-0000
Deep Medicine Acquisition Corp.,"7951 S.W. 6TH STREET, SUITE 216 PLANTATION, FLORIDA 33324",000-000-0000
"dMY Technology Group, Inc. VI","1180 NORTH TOWN CENTER DRIVE SUITE 100 LAS VEGAS, NEVADA 89144",000-000-0000
"dMY Technology Group, Inc. VI","1180 NORTH TOWN CENTER DRIVE SUITE 100 LAS VEGAS, NEVADA 89144",000-000-0000
"Ginkgo Bioworks Holdings, Inc.","27 DRYDOCK AVENUE 8TH FLOOR BOSTON, MASSACHUSETTS 02210",000-000-0000
DP Cap Acquisition Corp I,"ONE MARINA PARK DRIVE 10TH FLOOR BOSTON, MASSACHUSETTS 02210",000-000-0000
DP Cap Acquisition Corp I,"ONE MARINA PARK DRIVE 10TH FLOOR BOSTON, MASSACHUSETTS 02210",000-000-0000
DENBURY INC,"5851 LEGACY CIRCLE SUITE 1200 PLANO, TEXAS 75024",000-000-0000
"DIAMOND OFFSHORE DRILLING, INC.","15415 KATY FREEWAY SUITE 100 HOUSTON, TEXAS 77094",000-000-0000
"Doma Holdings, Inc.","101 MISSION STREET SUITE 740 SAN FRANCISCO, CALIFORNIA 94105",000-000-0000
CREDIT SUISSE AG,"PARADEPLATZ 8 ZURICH, SWITZERLAND 8001",000-000-0000
DTE ENERGY CO,"ONE ENERGY PLAZA DETROIT, MICHIGAN 48226",000-000-0000
DTE ENERGY CO,"ONE ENERGY PLAZA DETROIT, MICHIGAN 48226",000-000-0000
"Direct Digital Holdings, Inc.","1177 WEST LOOP SOUTH SUITE 1310 HOUSTON, TEXAS 77027",000-000-0000
Macondray Capital Acquisition Corp. I,"2995 WOODSIDE ROAD SUITE 250 WOODSIDE, CALIFORNIA 94062",000-000-0000
Macondray Capital Acquisition Corp. I,"2995 WOODSIDE ROAD SUITE 250 WOODSIDE, CALIFORNIA 94062",000-000-0000
DiamondRock Hospitality Co,"2 BETHESDA METRO CENTER SUITE 1400 BETHESDA, MARYLAND 20814",000-000-0000
"Dermata Therapeutics, Inc.","3525 DEL MAR HEIGHTS RD., #322 SAN DIEGO, CALIFORNIA 92130",000-000-0000
Direct Selling Acquisition Corp.,"5800 DEMOCRACY DRIVE PLANO, TEXAS 75024",000-000-0000
Alpha Tau Medical Ltd.,"KIRYAT HAMADA 5 JERUSALEM, ISRAEL 9777605",000-000-0000
Edify Acquisition Corp.,"888 SEVENTH AVENUE NEW YORK, NEW YORK 10106",000-000-0000
DEUTSCHE BANK AKTIENGESELLSCHAFT,"DEUTSCHE BANK AG - LEGAL DEPARTMENT 1 COLUMBUS CIRCLE, 19TH FLOOR NEW YORK, NEW YORK 10019",000-000-0000
DYNEX CAPITAL INC,"4991 LAKE BROOK DRIVE STE 100 GLEN ALLEN, VIRGINIA 23060",000-000-0000
DUET Acquisition Corp.,"78 SW 7TH STREET SUITE 500 MIAMI, FLORIDA 33130",000-000-0000
DUET Acquisition Corp.,"78 SW 7TH STREET SUITE 500 MIAMI, FLORIDA 33130",000-000-0000
Dune Acquisition Corp,"700 S. ROSEMARY AVENUE SUITE 204 WEST PALM BEACH, FLORIDA 33401",000-000-0000
Duke Energy CORP,"526 SOUTH CHURCH STREET CHARLOTTE, NORTH CAROLINA 28202-1803",000-000-0000
Data Storage Corp,"48 SOUTH SERVICE ROAD MELVILLE, NEW YORK 11747",000-000-0000
DTRT Health Acquisition Corp.,"1340 INVERNESS LANE SCHERERVILLE, INDIANA 46374",000-000-0000
DTRT Health Acquisition Corp.,"1340 INVERNESS LANE SCHERERVILLE, INDIANA 46374",000-000-0000
Digital Transformation Opportunities Corp.,"10250 CONSTELLATION BLVD SUITE 23126 LOS ANGELES, CALIFORNIA 90067",000-000-0000
Digital Transformation Opportunities Corp.,"10250 CONSTELLATION BLVD SUITE 23126 LOS ANGELES, CALIFORNIA 90067",000-000-0000
DTE ENERGY CO,"ONE ENERGY PLAZA DETROIT, MICHIGAN 48226",000-000-0000
FOXO TECHNOLOGIES INC.,"729 WASHINGTON AVE. N SUITE 600 MINNEAPOLIS, MINNESOTA 55401",000-000-0000
FOXO TECHNOLOGIES INC.,"729 WASHINGTON AVE. N SUITE 600 MINNEAPOLIS, MINNESOTA 55401",000-000-0000
Digital World Acquisition Corp.,"5910 PACIFIC CENTER BLVD., SUITE 300 SAN DIEGO, CALIFORNIA 92121",000-000-0000
Digital World Acquisition Corp.,"5910 PACIFIC CENTER BLVD., SUITE 300 SAN DIEGO, CALIFORNIA 92121",000-000-0000
Ellington Financial Inc.,53 Forest Ave Greenwich 06870,000-000-0000
Ellington Financial Inc.,53 Forest Ave Greenwich 06870,000-000-0000
EF Hutton Acquisition Corp I,"24 SHIPYARD DRIVE, SUITE 102 HINGHAM, MASSACHUSETTS 02043",000-000-0000
ENTERPRISE FINANCIAL SERVICES CORP,"150 NORTH MERAMEC 150 NORTH MERAMEC CLAYTON, MISSOURI 63105",000-000-0000
"eFFECTOR Therapeutics, Inc.","142 NORTH CEDROS AVENUE, SUITE B SOLANA BEACH, CALIFORNIA 92075",000-000-0000
Elanco Animal Health Inc,"2500 INNOVATION WAY GREENFIELD, INDIANA 46140",000-000-0000
Eagle Point Income Co Inc.,"600 STEAMBOAT RD, SUITE 202 GREENWICH, CONNECTICUT 06830",000-000-0000
EdtechX Holdings Acquisition Corp. II,"C/O IBIS CAPITAL LIMITED 22 SOHO SQUARE LONDON, UNITED KINGDOM W1D 4NS",000-000-0000
Endurance Acquisition Corp.,"200 PARK AVENUE 32ND FLOOR NEW YORK, NEW YORK 10166",000-000-0000
Edible Garden AG Inc,"283 COUNTY ROAD 519 BELVIDERE, NEW JERSEY 07823",000-000-0000
ENBRIDGE INC,"200 425 - 1ST STREET SW CALGARY, ALBERTA, CANADA T2P 3L8",000-000-0000
Eagle Point Credit Co Inc.,"600 STEAMBOAT RD, SUITE 202 GREENWICH, CONNECTICUT 06830",000-000-0000
Eagle Point Credit Co Inc.,"600 STEAMBOAT RD, SUITE 202 GREENWICH, CONNECTICUT 06830",000-000-0000
Eagle Point Credit Co Inc.,"600 STEAMBOAT RD, SUITE 202 GREENWICH, CONNECTICUT 06830",000-000-0000
Eagle Point Credit Co Inc.,"600 STEAMBOAT RD, SUITE 202 GREENWICH, CONNECTICUT 06830",000-000-0000
European Biotech Acquisition Corp.,"EPFL INNOVATION PARK BUILDING LAUSANNE, SWITZERLAND 1015",000-000-0000
European Biotech Acquisition Corp.,"EPFL INNOVATION PARK BUILDING LAUSANNE, SWITZERLAND 1015",000-000-0000
ENBRIDGE INC,"200 425 - 1ST STREET SW CALGARY, ALBERTA, CANADA T2P 3L8",000-000-0000
ENBRIDGE INC,"200 425 - 1ST STREET SW CALGARY, ALBERTA, CANADA T2P 3L8",000-000-0000
Vicarious Surgical Inc.,"78 FOURTH AVENUE WALTHAM, MASSACHUSETTS 02451",000-000-0000
NatWest Group plc,"GOGARBURN PO BOX 1000 EDINBURGH, SCOTLAND, UNITED KINGDOM EH12 1HQ",000-000-0000
Ready Capital Corp,"1140 AVENUE OF THE AMERICAS, 7TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
Ready Capital Corp,"1140 AVENUE OF THE AMERICAS, 7TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
RCF Acquisition Corp.,"1400 WEWATTA STREET SUITE 850 DENVER, COLORADO 80202",000-000-0000
Revelstone Capital Acquisition Corp.,"14350 MYFORD ROAD IRVINE, CALIFORNIA 92606",000-000-0000
Revelstone Capital Acquisition Corp.,"14350 MYFORD ROAD IRVINE, CALIFORNIA 92606",000-000-0000
"Rubicon Technologies, Inc.","100 W MAIN STREET, SUITE 610 LEXINGTON, KENTUCKY 40507",000-000-0000
Ready Capital Corp,"1140 AVENUE OF THE AMERICAS, 7TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
"Recruiter.com Group, Inc.","500 SEVENTH AVENUE NEW YORK, NEW YORK 10018",000-000-0000
Recharge Acquisition Corp.,"1129 MIAMISBURG CENTERVILLE RD. WEST CARROLLTON, OHIO 45449",000-000-0000
Recharge Acquisition Corp.,"1129 MIAMISBURG CENTERVILLE RD. WEST CARROLLTON, OHIO 45449",000-000-0000
Rosecliff Acquisition Corp I,"767 FIFTH AVENUE, 34TH FLOOR NEW YORK, NEW YORK 10153",000-000-0000
Rosecliff Acquisition Corp I,"767 FIFTH AVENUE, 34TH FLOOR NEW YORK, NEW YORK 10153",000-000-0000
Ready Capital Corp,"1140 AVENUE OF THE AMERICAS, 7TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
Ready Capital Corp,"1140 AVENUE OF THE AMERICAS, 7TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
QualTek Services Inc.,"888 SAN CLEMENTE DRIVE, SUITE 400 NEWPORT BEACH, CALIFORNIA 92660",000-000-0000
Quantum-Si Inc,"530 OLD WHITFIELD STREET GUILFORD, CONNECTICUT 06437",000-000-0000
"Pedro's List, Inc.","11700 WEST CHARLESTON BLVD. SUITE 170-174 LAS VEGAS,, NEVADA 89135",000-000-0000
UBS AG,"BAHNHOFSTRASSE 45 ZURICH, SWITZERLAND CH 8001",000-000-0000
"Qurate Retail, Inc.","12300 LIBERTY BOULEVARD ENGLEWOOD, COLORADO 80112",000-000-0000
QUEST PATENT RESEARCH CORP,"411 THEODORE FREMD AVE. SUITE 206S RYE, NEW YORK 10580",000-000-0000
Relativity Acquisition Corp,"3753 HOWARD HUGHES PARKWAY, SUITE 200 LAS VEGAS, NEVADA 89619",000-000-0000
QVC INC,,000-000-0000
Aries I Acquisition Corp.,"90 N. CHURCH STREET P.O. BOX 10315 GRAND CAYMAN, CAYMAN ISLANDS KY-1003",000-000-0000
Aries I Acquisition Corp.,"90 N. CHURCH STREET P.O. BOX 10315 GRAND CAYMAN, CAYMAN ISLANDS KY-1003",000-000-0000
REGIONS FINANCIAL CORP,"1900 FIFTH AVENUE NORTH BIRMINGHAM, ALABAMA 35203",000-000-0000
"Rigetti Computing, Inc.","775 HEINZ AVENUE BERKELEY, CALIFORNIA 94710",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
"B. Riley Financial, Inc.","11100 SANTA MONICA BLVD SUITE 800 LOS ANGELES, CALIFORNIA 90025",000-000-0000
,,
,,
,,
,,
SWEDISH EXPORT CREDIT CORP /SWED/,"KLARABERGSVIADUKTEN 61-63 P.O. BOX 194 STOCKHOLM SWEDEN, SWEDEN SE-101 23",000-000-0000
"RIVERNORTH OPPORTUNITIES FUND, INC.","325 NORTH LASALLE STREET SUITE 645 CHICAGO, ILLINOIS 60654",000-000-0000
RAYMOND JAMES FINANCIAL INC,"880 CARILLON PKWY ST PETERSBURG, FLORIDA 33716",000-000-0000
RAYMOND JAMES FINANCIAL INC,"880 CARILLON PKWY ST PETERSBURG, FLORIDA 33716",000-000-0000
SWEDISH EXPORT CREDIT CORP /SWED/,"KLARABERGSVIADUKTEN 61-63 P.O. BOX 194 STOCKHOLM SWEDEN, SWEDEN SE-101 23",000-000-0000
SWEDISH EXPORT CREDIT CORP /SWED/,"KLARABERGSVIADUKTEN 61-63 P.O. BOX 194 STOCKHOLM SWEDEN, SWEDEN SE-101 23",000-000-0000
SWEDISH EXPORT CREDIT CORP /SWED/,"KLARABERGSVIADUKTEN 61-63 P.O. BOX 194 STOCKHOLM SWEDEN, SWEDEN SE-101 23",000-000-0000
"Reliance Global Group, Inc.","300 BOULEVARD OF THE AMERICAS, SUITE 105 LAKEWOOD, NEW JERSEY 08701",000-000-0000
Cartesian Growth Corp II,"505 FIFTH AVENUE, 15TH FLOOR NEW YORK, NEW YORK 10017",000-000-0000
Cartesian Growth Corp II,"505 FIFTH AVENUE, 15TH FLOOR NEW YORK, NEW YORK 10017",000-000-0000
